avg_mastery,mastery_variance,low_mastery_ratio,depth_weighted_mastery,avg_confidence,confidence_reliability,overconfidence_score,recent_accuracy_trend,decay_vulnerability,avg_time,retry_rate,avg_retry_count,high_influence_low_mastery_count,avg_influence,graph_density,bottleneck_risk_score,depth_weighted_weakness,risk_label
0.6745071229516849,0.12630887737658208,0.37651046538023336,0.5395191098845061,0.8155816014974386,0.6329884799545766,0.023748076085340172,-0.0125296444243643,0.21983935171774868,36.046578229020426,0.4136594097952599,1,0,0.3561655757828155,0.3581095526326291,2.0565155544836897,2.8928555306437422,0
0.5792603548243223,0.17547083202350655,0.33888090666962906,0.8908211032510983,0.7212751619743073,0.8171717914716159,0.203630289207248,0.04824804968134586,0.1990817646614861,19.88295809320132,0.5188016700801443,2,0,0.4045164185410848,0.3450648105603013,1.442221520153923,4.481234575453091,0
0.6971532807151039,0.010071621309042933,0.3348569220323233,0.7993783431069439,0.649639423862172,0.5823826663445218,0.040446506481614075,0.016901029138572516,0.14822425527777805,43.364648700548045,0.2692410743992498,1,0,0.6110780229949992,0.2528495298010047,3.33005659821205,2.071515578328205,0
0.8284544784612038,0.10814846183452854,0.4399464109094162,0.5375991981267937,0.5616092522316041,0.7487560297086718,0.19005330773315918,0.15959890992244727,0.22178023397487262,45.5156296353969,0.486447136253856,3,2,0.6433089494686036,0.25810783519887215,1.1125845823031675,3.629019110492017,0
0.5648769937914996,0.047467871543908656,0.497787642697174,0.7402898554116174,0.48617545509228655,0.8181891092959961,0.269943598300871,0.18470172320947376,0.24755884359285826,47.4088414975764,0.17535813865880887,3,5,0.30335437464156645,0.2654761144216789,3.9694453813319797,1.2830735026851077,1
0.5648794564576229,0.0556437308117652,0.20598588339659363,0.4766985959263897,0.7752126989487323,0.7480908092748895,0.059820497305836634,-0.21012466436556024,0.025310430865444516,65.43198605527618,0.3069582748345764,1,3,0.735299884561722,0.27017185352076734,1.2654661816519686,4.111648842400067,1
0.8368819223261087,0.05038030378805654,0.40813906184891696,0.20922568263465624,0.7870657432078378,0.679747577293517,0.16813623265753053,0.17375450011815421,0.14612391626539045,41.45326744896211,0.14882042616773442,2,4,0.42348701349215323,0.20916699482404477,0.7217019861513323,2.5179433472217125,1
0.7151152093729363,0.0368004615160092,0.47038898695571607,0.36510680237408916,0.41814053199639006,0.6471702953337021,0.0,-0.2372672854219709,0.17450530295964106,43.20570563446843,0.8072951153121563,2,1,0.4098484819052162,0.339502160206486,0.8496333026366338,2.938518700733079,1
0.5295788421097571,0.08242608139724135,0.25819314871414745,0.8625777537016397,0.8884758467271026,0.8036087651046255,0.17547332980678093,0.11757117762754701,0.22561706056942782,28.452234281503596,0.04886381901003701,5,2,0.36625178189888286,0.277205863231399,0.8902791717067655,2.4567435917123213,1
0.6813840065378947,0.03845249417944811,0.4151180170619966,0.4952013836341392,0.7361106831341002,0.5577025074738327,0.11994239859867672,0.12394775694057375,0.31933110059271264,57.308302543318455,0.11589214911582203,2,3,0.5083868112479805,0.3231037127948758,1.7634038959631522,2.6465198992271963,1
